pokemon_id,move_id,pokemon_move_method_id,level,order
5,83,1,50,
5,92,4,0,
5,104,4,0,
5,108,1,10,
5,126,4,0,
5,156,4,0,
5,157,4,0,
5,163,1,39,
5,164,4,0,
5,182,4,0,
5,184,1,21,
5,207,4,0,
5,213,4,0,
5,214,4,0,
5,216,4,0,
5,218,4,0,
5,237,4,0,
5,241,4,0,
5,261,4,0,
5,263,4,0,
5,280,4,0,
5,315,4,0,
5,317,4,0,
5,332,4,0,
5,337,4,0,
5,374,4,0,
5,421,4,0,
5,424,1,28,
5,481,1,32,
5,488,4,0,
5,496,4,0,
5,497,4,0,
5,517,1,54,
5,519,3,0,
5,526,4,0,
5,590,4,0,
6,10,1,1,7
6,14,4,0,
6,17,1,0,
6,19,4,0,
6,45,1,1,8
6,46,4,0,
6,52,1,1,9
6,53,1,47,
6,63,4,0,
6,76,4,0,
6,82,1,17,
6,83,1,56,
6,89,4,0,
6,92,4,0,
6,104,4,0,
6,108,1,10,
6,126,4,0,
6,156,4,0,
6,157,4,0,
6,163,1,41,
6,164,4,0,
6,182,4,0,
6,184,1,21,
6,207,4,0,
6,211,4,0,
6,213,4,0,
6,214,4,0,
6,216,4,0,
6,218,4,0,
6,237,4,0,
6,241,4,0,
6,257,1,1,3
6,261,4,0,
6,263,4,0,
6,280,4,0,
6,307,3,0,
6,315,4,0,
6,317,4,0,
6,332,4,0,
6,337,1,1,4
6,355,4,0,
6,374,4,0,
6,394,1,1,2
6,403,1,1,6
6,411,4,0,
6,416,4,0,
6,421,1,1,5
6,424,1,28,
6,481,1,32,
6,488,4,0,
6,496,4,0,
6,497,4,0,
6,507,4,0,
6,517,1,62,
6,519,3,0,
6,523,4,0,
6,525,4,0,
6,526,4,0,
6,590,4,0,
6,693,4,0,
7,33,1,1,
7,39,1,4,
7,44,1,16,
7,54,2,0,
7,55,1,7,
7,56,1,40,
7,57,4,0,
7,58,4,0,
7,59,4,0,
7,92,4,0,
7,104,4,0,
7,110,1,10,
7,114,2,0,
7,127,4,0,
7,130,1,31,
7,145,1,13,
7,156,4,0,
7,164,4,0,
7,175,2,0,
7,182,1,22,
7,193,2,0,
7,207,4,0,
7,213,4,0,
7,214,4,0,
7,216,4,0,
7,218,4,0,
7,229,1,19,
7,237,4,0,
7,240,1,37,
7,243,2,0,
7,252,2,0,
7,258,4,0,
7,263,4,0,
7,280,4,0,
7,281,2,0,
7,287,2,0,
7,300,2,0,
7,317,4,0,
7,323,2,0,
7,330,2,0,
7,334,1,34,
7,352,1,25,
7,360,4,0,
7,362,2,0,
7,374,4,0,
7,392,2,0,
7,396,2,0,
7,401,1,28,
7,406,2,0,
7,453,2,0,
7,496,4,0,
7,503,4,0,
7,518,3,0,
7,526,4,0,
7,590,4,0,
8,33,1,1,1
8,39,1,1,2
8,44,1,17,
8,55,1,1,3
8,56,1,49,
8,57,4,0,
8,58,4,0,
8,59,4,0,
8,92,4,0,
8,104,4,0,
8,110,1,10,
8,127,4,0,
8,130,1,37,
8,145,1,13,
8,156,4,0,
8,164,4,0,
8,182,1,25,
8,207,4,0,
8,213,4,0,
8,214,4,0,
8,216,4,0,
8,218,4,0,
8,229,1,21,
8,237,4,0,
8,240,1,45,
8,258,4,0,
8,263,4,0,
8,280,4,0,
8,317,4,0,
8,334,1,41,
8,352,1,29,
8,360,4,0,
8,374,4,0,
8,401,1,33,
8,496,4,0,
8,503,4,0,
8,518,3,0,
8,526,4,0,
8,590,4,0,
9,33,1,1,2
9,39,1,1,3
9,44,1,17,
9,46,4,0,
9,55,1,1,4
9,56,1,60,
9,57,4,0,
9,58,4,0,
9,59,4,0,
9,63,4,0,
9,89,4,0,
9,92,4,0,
9,104,4,0,
9,110,1,1,5
9,127,4,0,
9,130,1,40,
9,145,1,13,
9,156,4,0,
9,157,4,0,
9,164,4,0,
9,182,1,25,
9,207,4,0,
9,213,4,0,
9,214,4,0,
9,216,4,0,
9,218,4,0,
9,229,1,21,
9,237,4,0,
9,240,1,54,
9,258,4,0,
9,263,4,0,
9,280,4,0,
9,308,3,0,
9,317,4,0,
9,334,1,47,
9,352,1,29,
9,360,4,0,
9,374,4,0,
9,399,4,0,
9,401,1,33,
9,411,4,0,
9,416,4,0,
9,430,1,1,1
9,479,4,0,
9,496,4,0,
9,503,4,0,
9,518,3,0,
9,523,4,0,
9,525,4,0,
9,526,4,0,
9,590,4,0,
10,33,1,1,1
10,81,1,1,2
10,450,1,9,
11,106,1,0,
12,16,1,0,
12,18,1,29,
12,48,1,23,
12,60,1,17,
12,63,4,0,
12,76,4,0,
12,77,1,13,1
12,78,1,13,2
12,79,1,13,3
12,92,4,0,
12,93,1,1,2
12,94,4,0,
12,104,4,0,
12,138,4,0,
12,156,4,0,
12,164,4,0,
12,168,4,0,
12,182,4,0,
12,207,4,0,
12,213,4,0,
12,214,4,0,
12,216,4,0,
12,218,4,0,
12,219,1,25,
12,237,4,0,
12,240,4,0,
12,241,4,0,
12,244,4,0,
12,247,4,0,
12,263,4,0,
12,318,1,19,
12,332,4,0,
12,355,4,0,
12,366,1,41,
12,369,4,0,
12,403,1,43,
12,405,1,31,
12,412,4,0,
12,416,4,0,
12,445,1,37,
12,474,4,0,
12,476,1,35,
12,483,1,47,
12,496,4,0,
12,512,4,0,
12,590,4,0,
12,611,4,0,
13,40,1,1,1
13,81,1,1,2
13,450,1,9,
14,106,1,0,
15,14,4,0,
15,31,1,1,2
15,41,1,0,
15,42,1,32,
15,63,4,0,
15,76,4,0,
15,92,4,0,
15,97,1,38,
15,99,1,14,
15,104,4,0,
15,116,1,20,
15,156,4,0,
15,164,4,0,
15,168,4,0,
15,182,4,0,
15,188,4,0,
15,206,4,0,
15,207,4,0,
15,213,4,0,
15,214,4,0,
15,216,4,0,
15,218,4,0,
15,228,1,17,
15,237,4,0,
15,241,4,0,
15,263,4,0,
15,280,4,0,
15,283,1,41,
15,332,4,0,
15,355,4,0,
15,369,4,0,
15,371,4,0,
15,372,1,26,
15,390,1,29,
15,398,1,35,
15,404,4,0,
15,416,4,0,
15,474,1,23,
15,496,4,0,
15,512,4,0,
15,565,1,44,
15,590,4,0,
15,611,4,0,
15,693,4,0,
16,16,1,9,
16,17,1,33,
16,18,1,17,
16,19,4,0,
16,28,1,5,
16,33,1,1,
16,92,4,0,
16,97,1,29,
16,98,1,13,
16,104,4,0,
16,119,1,45,
16,156,4,0,
16,164,4,0,
16,168,4,0,
16,182,4,0,
16,185,2,0,
16,193,2,0,
16,207,4,0,
16,211,2,0,
16,213,4,0,
16,214,4,0,
16,216,4,0,
16,218,4,0,
16,228,2,0,
16,237,4,0,
16,239,1,21,
16,240,4,0,
16,241,4,0,
16,253,2,0,
16,263,4,0,
16,297,1,25,
16,314,2,0,
16,332,4,0,
16,355,1,37,
16,366,1,41,
16,369,4,0,
16,403,1,49,
16,413,2,0,
16,432,2,0,
16,496,4,0,
16,526,4,0,
16,542,1,53,
16,590,4,0,
17,16,1,1,3
17,17,1,37,
17,18,1,17,
17,19,4,0,
17,28,1,1,2
17,33,1,1,1
17,92,4,0,
17,97,1,32,
17,98,1,13,
17,104,4,0,
17,119,1,52,
17,156,4,0,
17,164,4,0,
17,168,4,0,
17,182,4,0,
17,207,4,0,
17,211,4,0,
17,213,4,0,
17,214,4,0,
17,216,4,0,
17,218,4,0,
17,237,4,0,
17,239,1,22,
17,240,4,0,
17,241,4,0,
17,263,4,0,
17,297,1,27,
17,332,4,0,
17,355,1,42,
17,366,1,47,
17,369,4,0,
17,403,1,57,
17,496,4,0,
17,526,4,0,
17,542,1,62,
17,590,4,0,
18,16,1,1,4
18,17,1,38,
18,18,1,17,
18,19,4,0,
18,28,1,1,3
18,33,1,1,2
18,63,4,0,
18,92,4,0,
18,97,1,32,
18,98,1,1,5
18,104,4,0,
18,119,1,56,
18,156,4,0,
18,164,4,0,
18,168,4,0,
18,182,4,0,
18,207,4,0,
18,211,4,0,
18,213,4,0,
18,214,4,0,
18,216,4,0,
18,218,4,0,
18,237,4,0,
18,239,1,22,
18,240,4,0,
18,241,4,0,
18,263,4,0,
18,297,1,27,
18,332,4,0,
18,355,1,44,
18,366,1,50,
18,369,4,0,
18,403,1,62,
18,416,4,0,
18,496,4,0,
18,526,4,0,
18,542,1,1,1
18,590,4,0,
19,33,1,1,1
19,38,1,31,
19,39,1,1,2
19,44,1,10,
19,58,4,0,
19,59,4,0,
19,68,2,0,
19,85,4,0,
19,86,4,0,
19,87,4,0,
19,92,4,0,
19,98,1,4,
19,103,2,0,
19,104,4,0,
19,116,1,7,
19,154,2,0,
19,156,4,0,
19,158,1,16,
19,162,1,28,
19,164,4,0,
19,168,4,0,
19,172,2,0,
19,179,2,0,
19,182,4,0,
19,207,4,0,
19,213,4,0,
19,214,4,0,
19,216,4,0,
19,218,4,0,
19,228,1,13,
19,237,4,0,
19,240,4,0,
19,241,4,0,
19,242,1,22,
19,247,4,0,
19,253,2,0,
19,263,4,0,
19,269,4,0,
19,279,2,0,
19,283,1,34,
19,369,4,0,
19,372,1,19,
19,382,2,0,
19,387,2,0,
19,389,1,25,
19,447,4,0,
19,451,4,0,
19,496,4,0,
19,515,2,0,
19,526,4,0,
19,528,4,0,
19,590,4,0,
20,14,1,1,2
20,33,1,1,3
20,38,1,39,
20,39,1,1,4
20,44,1,10,
20,46,4,0,
20,58,4,0,
20,59,4,0,
20,63,4,0,
20,85,4,0,
20,86,4,0,
20,87,4,0,
20,92,4,0,
20,98,1,1,5
20,104,4,0,
20,116,1,1,6
20,156,4,0,
20,158,1,16,
20,162,1,34,
20,164,4,0,
20,168,4,0,
20,182,4,0,
20,184,1,0,
20,207,4,0,
20,213,4,0,
20,214,4,0,
20,216,4,0,
20,218,4,0,
20,228,1,13,
20,237,4,0,
20,240,4,0,
20,241,4,0,
20,242,1,24,
20,247,4,0,
20,263,4,0,
20,269,4,0,
20,283,1,44,
20,369,4,0,
20,372,1,19,
20,389,1,29,
20,416,4,0,
20,447,4,0,
20,451,4,0,
20,496,4,0,
20,526,4,0,
20,528,4,0,
20,590,4,0,
21,13,2,0,
21,18,2,0,
21,19,4,0,
21,31,1,11,
21,43,1,4,
21,45,1,1,2
21,64,1,1,1
21,65,1,36,
21,92,4,0,
21,97,1,25,
21,98,2,0,
21,104,4,0,
21,116,1,29,
21,119,1,18,
21,143,2,0,
21,156,4,0,
21,161,2,0,
21,164,4,0,
21,168,4,0,
21,182,4,0,
21,184,2,0,
21,185,2,0,
21,206,4,0,
21,207,4,0,
21,211,2,0,
21,213,4,0,
21,214,4,0,
21,216,4,0,
21,218,4,0,
21,228,1,8,
21,237,4,0,
21,240,4,0,
21,241,4,0,
21,253,2,0,
21,263,4,0,
21,297,2,0,
21,310,2,0,
21,332,1,15,
21,355,1,32,
21,369,4,0,
21,372,1,22,
21,496,4,0,
21,497,4,0,
21,526,4,0,
21,590,4,0,
22,19,4,0,
22,31,1,11,
22,43,1,1,5
22,45,1,1,4
22,63,4,0,
22,64,1,1,3
22,65,1,41,
22,92,4,0,
22,97,1,27,
22,104,4,0,
22,116,1,32,
22,119,1,18,
22,156,4,0,
22,164,4,0,
22,168,4,0,
22,182,4,0,
22,206,4,0,
22,207,4,0,
22,211,4,0,
22,213,4,0,
22,214,4,0,
22,216,4,0,
22,218,4,0,
22,228,1,1,6
22,237,4,0,
22,240,4,0,
22,241,4,0,
22,263,4,0,
22,332,1,15,
22,355,1,36,
22,365,1,1,2
22,369,4,0,
22,372,1,23,
22,416,4,0,
22,496,4,0,
22,497,4,0,
22,526,4,0,
22,529,1,1,1
22,590,4,0,
23,21,2,0,
23,35,1,1,1
23,40,1,4,
23,43,1,1,2
23,44,1,9,
23,50,2,0,
23,51,1,20,
23,89,4,0,
23,92,4,0,
23,103,1,17,
23,104,4,0,
23,114,1,41,
23,137,1,12,
23,156,4,0,
23,157,4,0,
23,164,4,0,
23,168,4,0,
23,180,2,0,
23,182,4,0,
23,184,2,0,
23,188,4,0,
23,207,4,0,
23,213,4,0,
23,214,4,0,
23,216,4,0,
23,218,4,0,
23,228,2,0,
23,231,2,0,
23,237,4,0,
23,240,4,0,
23,241,4,0,
23,251,2,0,
23,254,1,25,1
23,255,1,25,3
23,256,1,25,2
23,259,4,0,
23,263,4,0,
23,289,2,0,
23,305,2,0,
23,317,4,0,
23,342,2,0,
23,371,4,0,
23,380,1,36,
23,389,2,0,
23,398,4,0,
23,399,4,0,
23,415,2,0,
23,426,1,33,
23,441,1,49,
23,474,4,0,
23,482,4,0,
23,489,1,44,
23,491,1,28,
23,496,4,0,
23,523,4,0,
23,562,1,38,
23,590,4,0,
23,611,4,0,
23,693,4,0,
24,35,1,1,5
24,40,1,1,7
24,43,1,1,6
24,44,1,1,8
24,51,1,20,
24,63,4,0,
24,89,4,0,
24,92,4,0,
24,103,1,17,
24,104,4,0,
24,114,1,51,
24,137,1,12,
24,156,4,0,
24,157,4,0,
24,164,4,0,
24,168,4,0,
24,182,4,0,
24,188,4,0,
24,207,4,0,
24,213,4,0,
24,214,4,0,
24,216,4,0,
24,218,4,0,
24,237,4,0,
24,240,4,0,
24,241,4,0,
24,242,1,0,
24,254,1,27,1
24,255,1,27,3
24,256,1,27,2
24,259,4,0,
24,263,4,0,
24,317,4,0,
24,371,4,0,
24,380,1,44,
24,398,4,0,
24,399,4,0,
24,416,4,0,
24,422,1,1,3
24,423,1,1,2
24,424,1,1,4
24,426,1,39,
24,441,1,63,
24,474,4,0,
24,482,4,0,
24,489,1,56,
24,491,1,32,
24,496,4,0,
24,523,4,0,
24,525,4,0,
24,562,1,48,
24,590,4,0,
24,611,4,0,
24,693,4,0,
25,21,1,37,
25,39,1,1,1
25,45,1,5,
25,84,1,1,2
25,85,1,42,
25,86,1,18,
25,87,1,58,
25,92,4,0,
25,97,1,45,
25,98,1,10,
25,104,1,23,
25,113,1,53,
25,156,4,0,
25,164,4,0,
25,182,4,0,
25,207,4,0,
25,209,1,26,
25,213,4,0,
25,214,4,0,
25,216,4,0,
25,218,4,0,
25,237,4,0,
25,240,4,0,
25,263,4,0,
25,280,4,0,
25,364,1,21,
25,374,4,0,
25,435,1,34,
25,447,4,0,
25,451,4,0,
25,486,1,13,
25,496,4,0,
25,497,4,0,
25,521,4,0,
25,528,1,50,
25,589,1,7,
25,590,4,0,
25,609,1,29,
26,39,1,1,2
26,63,4,0,
26,84,1,1,1
26,85,1,1,4
26,86,4,0,
26,87,4,0,
26,92,4,0,
26,98,1,1,3
26,104,4,0,
26,113,4,0,
26,156,4,0,
26,164,4,0,
26,168,4,0,
26,182,4,0,
26,207,4,0,
26,213,4,0,
26,214,4,0,
26,216,4,0,
26,218,4,0,
26,237,4,0,
26,240,4,0,
26,263,4,0,
26,280,4,0,
26,374,4,0,
26,411,4,0,
26,416,4,0,
26,447,4,0,
26,451,4,0,
26,496,4,0,
26,497,4,0,
26,521,4,0,
26,528,4,0,
26,590,4,0,
27,10,1,1,1
27,14,1,38,
27,28,1,3,
27,40,1,5,
27,68,2,0,
27,89,1,46,
27,91,1,30,
27,92,4,0,
27,104,4,0,
27,111,1,1,2
27,129,1,17,
27,154,1,20,
27,156,4,0,
27,157,4,0,
27,163,1,26,
27,164,4,0,
27,168,4,0,
27,175,2,0,
27,182,4,0,
27,201,1,42,
27,203,2,0,
27,205,1,7,
27,207,4,0,
27,210,1,11,
27,213,4,0,
27,214,4,0,
27,216,4,0,
27,218,4,0,
27,219,4,0,
27,222,1,14,
27,229,1,9,
27,232,2,0,
27,237,4,0,
27,241,4,0,
27,263,4,0,
27,280,4,0,
27,306,2,0,
27,317,4,0,
27,328,1,23,
27,332,4,0,
27,341,2,0,
27,360,1,34,
27,374,4,0,
27,398,4,0,
27,400,2,0,
27,404,4,0,
27,421,4,0,
27,431,2,0,
27,468,2,0,
27,496,4,0,
27,498,2,0,
27,523,4,0,
27,563,2,0,
27,590,4,0,
28,10,1,1,2
28,14,1,43,
28,28,1,1,4
28,40,1,1,5
28,63,4,0,
28,89,1,53,
28,91,1,33,
28,92,4,0,
28,104,4,0,
28,111,1,1,3
28,129,1,17,
28,154,1,20,
28,156,4,0,
28,157,4,0,
28,163,1,28,
28,164,4,0,
28,168,4,0,
28,182,4,0,
28,201,1,48,
28,205,1,7,
28,207,4,0,
28,210,1,11,
28,213,4,0,
28,214,4,0,
28,216,4,0,
28,218,4,0,
28,219,4,0,
28,222,1,14,
28,229,1,9,
28,237,4,0,
28,241,4,0,
28,263,4,0,
28,280,4,0,
28,306,1,0,
28,317,4,0,
28,328,1,24,
28,332,4,0,
28,360,1,38,
28,374,4,0,
28,398,4,0,
28,404,4,0,
28,411,4,0,
28,416,4,0,
28,421,4,0,
28,444,4,0,
28,496,4,0,
28,523,4,0,
28,590,4,0,
29,10,1,1,2
29,24,1,9,
29,36,2,0,
29,39,1,7,
29,40,1,13,
29,44,1,21,
29,45,1,1,1
29,48,2,0,
29,50,2,0,
29,58,4,0,
29,59,4,0,
29,68,2,0,
29,85,4,0,
29,87,4,0,
29,92,4,0,
29,104,4,0,
29,116,2,0,
29,130,2,0,
29,154,1,19,
29,156,4,0,
29,164,4,0,
29,168,4,0,
29,182,4,0,
29,188,4,0,
29,203,2,0,
29,204,2,0,
29,207,4,0,
29,213,4,0,
29,214,4,0,
29,216,4,0,
29,218,4,0,
29,228,2,0,
29,231,2,0,
29,237,4,0,
29,240,4,0,
29,241,4,0,
29,242,1,37,
29,251,2,0,
29,260,1,33,
29,263,4,0,
29,270,1,25,
29,305,1,45,
29,332,4,0,
29,342,2,0,
29,390,1,31,
29,398,4,0,
29,421,4,0,
29,445,1,43,
29,474,4,0,
29,496,4,0,
29,497,4,0,
29,498,2,0,
29,590,4,0,
29,599,2,0,
30,10,1,1,2
30,24,1,9,
30,39,1,7,
30,40,1,13,
30,44,1,23,
30,45,1,1,1
30,58,4,0,
30,59,4,0,
30,85,4,0,
30,87,4,0,
30,92,4,0,
30,104,4,0,
30,154,1,20,
30,156,4,0,
30,164,4,0,
30,168,4,0,
30,182,4,0,
30,188,4,0,
30,207,4,0,
30,213,4,0,
30,214,4,0,
30,216,4,0,
30,218,4,0,
30,237,4,0,
30,240,4,0,
30,241,4,0,
30,242,1,43,
30,260,1,38,
30,263,4,0,
30,270,1,28,
30,305,1,58,
30,332,4,0,
30,390,1,35,
30,398,4,0,
30,421,4,0,
30,445,1,50,
30,474,4,0,
30,496,4,0,
30,497,4,0,
30,590,4,0,
31,10,1,1,2
31,24,1,1,4
31,34,1,35,
31,39,1,1,3
31,40,1,1,5
31,46,4,0,
31,53,4,0,
31,57,4,0,
31,58,4,0,
31,59,4,0,
31,63,4,0,
31,85,4,0,
31,87,4,0,
31,89,4,0,
31,92,4,0,
31,104,4,0,
31,126,4,0,
31,156,4,0,
31,157,4,0,
31,164,4,0,
31,168,4,0,
31,182,4,0,
31,188,4,0,
31,201,4,0,
31,207,4,0,
31,213,4,0,
31,214,4,0,
31,216,4,0,
31,218,4,0,
31,237,4,0,
31,240,4,0,
31,241,4,0,
31,247,4,0,
31,259,4,0,
31,263,4,0,
31,269,4,0,
31,276,1,1,1
31,280,4,0,
31,317,4,0,
31,332,4,0,
31,374,4,0,
31,398,4,0,
31,411,4,0,
31,414,1,43,
31,416,4,0,
31,421,4,0,
31,444,4,0,
31,474,4,0,
31,479,4,0,
31,482,4,0,
31,496,4,0,
31,497,4,0,
31,498,1,23,
31,511,4,0,
31,523,4,0,
31,525,4,0,
31,590,4,0,
32,24,1,9,
32,30,1,21,
32,31,1,19,
32,32,1,45,
32,36,2,0,
32,40,1,13,
32,43,1,1,1
32,48,2,0,
32,50,2,0,
32,58,4,0,
32,59,4,0,
32,64,1,1,2
32,68,2,0,
32,85,4,0,
32,87,4,0,
32,92,4,0,
32,93,2,0,
32,104,4,0,
32,116,1,7,
32,133,2,0,
32,156,4,0,
32,164,4,0,
32,168,4,0,
32,182,4,0,
32,188,4,0,
32,203,2,0,
32,207,4,0,
32,213,4,0,
32,214,4,0,
32,216,4,0,
32,218,4,0,
32,231,2,0,
32,237,4,0,
32,240,4,0,
32,241,4,0,
32,251,2,0,
32,260,1,33,
32,263,4,0,
32,270,1,25,
32,342,2,0,
32,389,2,0,
32,390,1,31,
32,398,1,37,
32,421,4,0,
32,445,1,43,
32,457,2,0,
32,474,4,0,
32,496,4,0,
32,497,4,0,
32,498,2,0,
32,590,4,0,
32,599,2,0,
32,684,4,0,
33,24,1,9,
33,30,1,23,
33,31,1,20,
33,32,1,58,
33,40,1,13,
33,43,1,1,1
33,58,4,0,
33,59,4,0,
33,64,1,1,2
33,85,4,0,
33,87,4,0,
33,92,4,0,
33,104,4,0,
33,116,1,7,
33,156,4,0,
33,164,4,0,
33,168,4,0,
33,182,4,0,
33,188,4,0,
33,207,4,0,
33,213,4,0,
33,214,4,0,
33,216,4,0,
33,218,4,0,
33,237,4,0,
33,240,4,0,
33,241,4,0,
33,260,1,38,
33,263,4,0,
33,270,1,28,
33,390,1,35,
33,398,1,43,
33,421,4,0,
33,445,1,50,
33,474,4,0,
33,496,4,0,
33,497,4,0,
33,590,4,0,
33,684,4,0,
34,24,1,1,4
34,37,1,35,
34,40,1,1,5
34,46,4,0,
34,53,4,0,
34,57,4,0,
34,58,4,0,
34,59,4,0,
34,63,4,0,
34,64,1,1,2
34,85,4,0,
34,87,4,0,
34,89,4,0,
34,92,4,0,
34,104,4,0,
34,116,1,1,3
34,126,4,0,
34,156,4,0,
34,157,4,0,
34,164,4,0,
34,168,4,0,
34,182,4,0,
34,188,4,0,
34,201,4,0,
34,207,4,0,
34,213,4,0,
34,214,4,0,
34,216,4,0,
34,218,4,0,
34,224,1,1,1
34,237,4,0,
34,240,4,0,
34,241,4,0,
34,247,4,0,
34,259,4,0,
34,263,4,0,
34,269,4,0,
34,280,4,0,
34,317,4,0,
34,374,4,0,
34,398,4,0,
34,411,4,0,
34,414,1,43,
34,416,4,0,
34,421,4,0,
34,444,4,0,
34,474,4,0,
34,479,4,0,
34,482,4,0,
34,496,4,0,
34,497,4,0,
34,498,1,23,
34,511,4,0,
34,523,4,0,
34,525,4,0,
34,590,4,0,
34,684,4,0,
35,1,1,1,3
35,3,1,10,
35,34,1,40,
35,45,1,1,4
35,47,1,7,
35,53,4,0,
35,58,4,0,
35,59,4,0,
35,76,4,0,
35,85,4,0,
35,86,4,0,
35,87,4,0,
35,92,4,0,
35,94,4,0,
35,104,4,0,
35,107,1,25,
35,111,1,13,
35,113,4,0,
35,115,4,0,
35,118,1,31,
35,126,4,0,
35,138,4,0,
35,156,4,0,
35,164,4,0,
35,182,4,0,
35,207,4,0,
35,213,4,0,
35,214,4,0,
35,216,4,0,
35,218,4,0,
35,219,4,0,
35,227,1,1,5
35,236,1,43,
35,237,4,0,
35,240,4,0,
35,241,4,0,
35,244,4,0,
35,247,4,0,
35,263,4,0,
35,266,1,16,
35,280,4,0,
35,309,1,50,
35,322,1,34,
35,347,4,0,
35,356,1,49,
35,358,1,22,
35,361,1,55,
35,374,4,0,
35,381,1,37,
35,447,4,0,
35,451,4,0,
35,473,4,0,
35,495,1,58,
35,496,4,0,
35,497,4,0,
35,500,1,28,
35,516,1,19,
35,526,4,0,
35,574,1,1,2
35,585,1,46,
35,590,4,0,
35,605,4,0,
35,671,1,1,1
36,3,1,1,4
36,47,1,1,3
36,53,4,0,
36,58,4,0,
36,59,4,0,
36,63,4,0,
36,76,4,0,
36,85,4,0,
36,86,4,0,
36,87,4,0,
36,92,4,0,
36,94,4,0,
36,104,4,0,
36,107,1,1,5
36,113,4,0,
36,115,4,0,
36,118,1,1,6
36,126,4,0,
36,138,4,0,
36,156,4,0,
36,164,4,0,
36,182,4,0,
36,207,4,0,
36,213,4,0,
36,214,4,0,
36,216,4,0,
36,218,4,0,
36,219,4,0,
36,237,4,0,
36,240,4,0,
36,241,4,0,
36,244,4,0,
36,247,4,0,
36,263,4,0,
36,280,4,0,
36,347,4,0,
36,374,4,0,
36,411,4,0,
36,416,4,0,
36,447,4,0,
36,451,4,0,
36,473,4,0,
